,Population,GDP per capita,Bus_Electricity,Car_Renewable,Bus_Diesel,Car_Diesel,Pop_age_65-79,Pop_age_GT_80,Population_density,Modal_Share_Bus,Modal_Share_Train
2020-12-31,500000.0,11000.0,0.005000000000000001,0.0025000000000000005,0.27,0.1125,0.08,0.01,60.0,25.0,8.0
2021-12-31,503499.99999999994,11330.0,0.005500000000000001,0.0027500000000000007,0.2565,0.106875,0.0812,0.0102,60.6,25.124999999999996,8.04
2022-12-31,507024.4999999999,11669.9,0.006000000000000001,0.0030000000000000005,0.243675,0.10153125,0.08241799999999998,0.010404,61.206,25.250624999999992,8.080199999999998
2023-12-31,510573.6714999999,12019.997,0.006500000000000001,0.0032500000000000003,0.23149124999999995,0.09645468749999998,0.08365426999999998,0.010612080000000001,61.81806000000001,25.37687812499999,8.120600999999997
2024-12-31,514147.68720049976,12380.596910000002,0.007000000000000001,0.0035000000000000005,0.21991668749999996,0.09163195312499998,0.08490908404999997,0.0108243216,62.436240600000005,25.503762515624988,8.161204004999997
2025-12-31,517746.72101090325,12752.014817300002,0.0075000000000000015,0.0037500000000000007,0.20892085312499994,0.08705035546874998,0.08618272031074996,0.011040808032,63.06060300600001,25.63128132820311,8.202010025024995
2026-12-31,521370.94805797946,13134.575261819002,0.0125,0.00625,0.19847481046874996,0.08269783769531248,0.0874754611154112,0.01126162419264,63.69120903606001,25.759437734844127,8.24302007515012
2027-12-31,525020.5446943853,13528.612519673572,0.013750000000000002,0.006875000000000001,0.18855106994531243,0.07856294581054685,0.08878759303214237,0.011486856676492801,64.3281211264206,25.888234923518343,8.28423517552587
2028-12-31,528695.6885072459,13934.47089526378,0.015000000000000003,0.0075000000000000015,0.1791235164480468,0.0746347985200195,0.09011940692762449,0.011716593810022657,64.97140233768481,26.017676098135933,8.325656351403499
2029-12-31,532396.5583267965,14352.505022121693,0.01625,0.008125,0.17016734062564445,0.07090305859401852,0.09147119803153884,0.01195092568622311,65.62111636106165,26.147764478626605,8.367284633160514
2030-12-31,536123.3342350841,14783.080172785345,0.017499999999999998,0.008749999999999999,0.16165897359436224,0.0673579056643176,0.09284326600201193,0.012189944199947574,66.27732752467227,26.27850330101974,8.409121056326317
2031-12-31,539876.1975747297,15226.572577968906,0.0325,0.01625,0.15357602491464412,0.06399001038110172,0.09423591499204209,0.012433743083946526,66.940100799919,26.409895817524838,8.451166661607948
2032-12-31,543655.3309577528,15683.369755307973,0.034999999999999996,0.017499999999999998,0.1458972236689119,0.06079050986204663,0.09564945371692271,0.012682417945625454,67.60950180791819,26.541945296612457,8.493422494915986
2033-12-31,547460.918274457,16153.870847967213,0.037500000000000006,0.018750000000000003,0.13860236248546629,0.05775098436894429,0.09708419552267655,0.012936066304537966,68.28559682599737,26.674655023095518,8.535889607390565
2034-12-31,551293.1447023781,16638.48697340623,0.04,0.02,0.13167224436119299,0.054863435150497075,0.09854045845551668,0.013194787630628724,68.96845279425736,26.80802829821099,8.578569055427517
2035-12-31,555152.1967152947,17137.641582608416,0.0425,0.02125,0.12508863214313332,0.05212026339297222,0.10001856533234943,0.013458683383241299,69.65813732219992,26.942068439702044,8.621461900704654
2036-12-31,559038.2620923016,17651.77083008667,0.045000000000000005,0.022500000000000003,0.12,0.05,0.10151884381233466,0.013727857050906124,70.35471869542192,27.07677878190055,8.664569210208176
2037-12-31,562951.5299269478,18181.32395498927,0.0475,0.02375,0.12,0.05,0.10304162646951966,0.014002414191924249,71.05826588237613,27.21216267581005,8.707892056259215
2038-12-31,566892.1906364362,18726.76367363895,0.05,0.025,0.12,0.05,0.10458725086656244,0.014282462475762734,71.7688485411999,27.348223489189095,8.75143151654051
2039-12-31,570860.4359708913,19288.566583848118,0.052500000000000005,0.026250000000000002,0.12,0.05,0.10615605962956087,0.014568111725277989,72.4865370266119,27.48496460663504,8.795188674123212
2040-12-31,574856.4590226874,19867.223581363563,0.05500000000000001,0.027500000000000004,0.12,0.05,0.10774840052400428,0.01485947395978355,73.21140239687803,27.62238942966821,8.839164617493827
2041-12-31,578880.4542358462,20463.24028880447,0.05750000000000001,0.028750000000000005,0.12,0.05,0.10936462653186434,0.015156663438979218,73.9435164208468,27.76050137681655,8.883360440581296
2042-12-31,582932.6174154971,21077.137497468604,0.06000000000000001,0.030000000000000006,0.12,0.05,0.11100509592984228,0.015459796707758804,74.68295158505526,27.899303883700625,8.9277772427842
2043-12-31,587013.1457374055,21709.451622392662,0.0625,0.03125,0.12,0.05,0.1126701723687899,0.015768992641913983,75.42978110090583,28.03880040311913,8.972416128998121
2044-12-31,591122.2377575672,22360.735171064443,0.065,0.0325,0.12,0.05,0.11436022495432174,0.016084372494752263,76.18407891191488,28.178994405134723,9.017278209643111
2045-12-31,595260.0934218701,23031.557226196375,0.0675,0.03375,0.12,0.05,0.11607562832863655,0.016406059944647305,76.94591970103403,28.31988937716039,9.062364600691325
2046-12-31,599426.9140758232,23722.503942982272,0.07,0.035,0.12,0.05,0.1178167627535661,0.016734181143540253,77.71537889804438,28.461488824046192,9.107676423694782
2047-12-31,603622.9024743539,24434.17906127174,0.07250000000000001,0.036250000000000004,0.12,0.05,0.11958401419486958,0.01706886476641106,78.49253268702482,28.60379626816642,9.153214805813255
2048-12-31,607848.2627916744,25167.20443310989,0.07500000000000001,0.037500000000000006,0.12,0.05,0.1213777744077926,0.01741024206173928,79.27745801389507,28.746815249507247,9.198980879842319
2049-12-31,612103.2006312159,25922.22056610319,0.07750000000000001,0.03875000000000001,0.12,0.05,0.12319844102390949,0.017758446902974064,80.07023259403402,28.890549325754783,9.24497578424153
2050-12-31,616387.9230356343,26699.887183086284,0.08000000000000002,0.04000000000000001,0.12,0.05,0.1250464176392681,0.018113615841033548,80.87093491997436,29.035002072383552,9.291200663162737
