,Population,GDP per capita,Bus_Electricity,Car_Renewable,Bus_Diesel,Car_Diesel,Pop_age_65-79,Pop_age_GT_80,Population_density,Modal_Share_Bus,Modal_Share_Train
2020-01-01,0.5,0.37,0.0015,0.1535,0.41400000000000003,12.033,0.48,0.19,0.26,1.33,0.58
2021-01-01,0.5035,0.3811,0.0016500000000000002,0.16885,0.3933,11.431349999999998,0.4871999999999999,0.1938,0.2626,1.33665,0.5828999999999999
2022-01-01,0.5070244999999999,0.39253299999999997,0.0018000000000000002,0.1842,0.37363500000000005,10.8597825,0.49450799999999984,0.197676,0.265226,1.3433332499999997,0.5858144999999998
2023-01-01,0.5105736714999999,0.40430899,0.00195,0.19955,0.35495324999999994,10.316793374999998,0.5019256199999997,0.20162952000000003,0.26787826000000003,1.3500499162499995,0.5887435724999998
2024-01-01,0.5141476872004997,0.41643825970000004,0.0021000000000000003,0.2149,0.33720558749999996,9.800953706249997,0.5094545042999998,0.2056621104,0.2705570426,1.3568001658312494,0.5916872903624997
2025-01-01,0.5177467210109032,0.428931407491,0.0022500000000000003,0.23025,0.32034530812499995,9.310906020937498,0.5170963218644997,0.209775352608,0.273262613026,1.3635841666604054,0.594645726814312
2026-01-01,0.5213709480579795,0.44179934971573004,0.00375,0.38375,0.30432804271874997,8.845360719890623,0.5248527666924672,0.21397085966016002,0.27599523915626006,1.3704020874937075,0.5976189554483837
2027-01-01,0.5250205446943853,0.45505333020720196,0.004125,0.42212500000000003,0.2891116405828124,8.40309268389609,0.5327255581928542,0.2182502768533632,0.27875519154782263,1.377254097931176,0.6006070502256255
2028-01-01,0.5286956885072459,0.4687049301134181,0.0045000000000000005,0.4605,0.27465605855367176,7.982938049701286,0.5407164415657469,0.2226152823904305,0.2815427434633009,1.3841403684208318,0.6036100854767537
2029-01-01,0.5323965583267966,0.4827660780168206,0.004875,0.498875,0.26092325562598817,7.58379114721622,0.548827188189233,0.2270675880382391,0.28435817089793386,1.3910610702629356,0.6066281359041372
2030-01-01,0.5361233342350842,0.4972490603573252,0.0052499999999999995,0.5372499999999999,0.24787709284468876,7.20460158985541,0.5570595960120714,0.2316089397990039,0.28720175260691316,1.3980163756142503,0.6096612765836579
2031-01-01,0.5398761975747297,0.512166532168045,0.00975,0.99775,0.23548323820245434,6.84437151036264,0.5654154899522525,0.23624111859498398,0.2900737701329823,1.4050064574923213,0.6127095829665762
2032-01-01,0.5436553309577528,0.5275315281330863,0.010499999999999999,1.0744999999999998,0.2237090762923316,6.502152934844507,0.5738967223015362,0.24096594096688365,0.29297450783431217,1.4120314897797828,0.615773130881409
2033-01-01,0.547460918274457,0.543357473977079,0.01125,1.1512499999999999,0.212523622477715,6.177045288102281,0.5825051731360593,0.24578525978622134,0.29590425291265526,1.4190916472286816,0.6188519965358159
2034-01-01,0.5512931447023781,0.5596581981963914,0.011999999999999999,1.2279999999999998,0.20189744135382925,5.868193023697167,0.5912427507331,0.2507009649819458,0.29886329544178186,1.4261871054648247,0.6219462565184949
2035-01-01,0.5551521967152947,0.5764479441422831,0.01275,1.3047499999999999,0.19180256928613776,5.574783372512308,0.6001113919940966,0.2557149842815847,0.3018519283961997,1.4333180409921489,0.6250559878010874
2036-01-01,0.5590382620923017,0.5937413824665516,0.0135,1.3815,0.18400000000000002,5.348,0.6091130628740079,0.2608292839672164,0.3048704476801617,1.4404846311971093,0.6281812677400928
2037-01-01,0.5629515299269477,0.6115536239405481,0.014249999999999999,1.4582499999999998,0.18400000000000002,5.348,0.618249758817118,0.26604586964656074,0.30791915215696325,1.4476870543530946,0.6313221740787931
2038-01-01,0.5668921906364363,0.6299002326587647,0.015,1.535,0.18400000000000002,5.348,0.6275235051993746,0.27136678703949196,0.3109983436785329,1.4549254896248598,0.634478784949187
2039-01-01,0.5708604359708913,0.6487972396385275,0.01575,1.61175,0.18400000000000002,5.348,0.6369363577773652,0.27679412278028176,0.3141083271153182,1.4622001170729841,0.6376511788739329
