,Population,GDP per capita,Bus_Electricity,Car_Renewable,Bus_Diesel,Car_Diesel,Pop_age_65-79,Pop_age_GT_80,Population_density,Modal_Share_Bus,Modal_Share_Train
2020-01-01,0.28,2.75,0.15200000000000002,12.89,0.24599999999999997,24.051,0.6,0.27,0.66,1.6,3.86
2021-01-01,0.28196,2.783,0.171,14.50125,0.18449999999999997,18.038249999999998,0.6029999999999999,0.27162000000000003,0.66198,1.6128,3.89088
2022-01-01,0.28393371999999995,2.8163959999999997,0.19,16.1125,0.13837499999999997,13.528687499999998,0.6060149999999999,0.27324972,0.6639659399999999,1.6257024000000002,3.92200704
2023-01-01,0.28592125603999996,2.850192752,0.20900000000000002,17.723750000000003,0.10378124999999999,10.146515625,0.6090450749999997,0.2748892183200001,0.6659578378199998,1.6387080192,3.9533830963199996
2024-01-01,0.2879227048322799,2.884395065024,0.22799999999999998,19.335,0.0778359375,7.60988671875,0.6120903003749997,0.27653855362992,0.6679557113334597,1.6518176833536,3.98501016109056
2025-01-01,0.2899381637661058,2.9190078058042883,0.24700000000000003,20.946250000000003,0.05837695312499999,5.707415039062499,0.6151507518768746,0.27819778495169956,0.66995957846746,1.665032224820429,4.016890242379285
2026-01-01,0.2919677309124685,2.9540358994739395,0.399,33.83625,0.043782714843749994,4.280561279296875,0.618226505636259,0.2798669716614097,0.6719694572028624,1.6783524826189922,4.049025364318318
2027-01-01,0.2940115050288558,2.9894843302676266,0.4401666666666667,37.327291666666675,0.0328370361328125,3.2104209594726565,0.6213176381644402,0.2815461734913782,0.673985365574471,1.6917793024799446,4.081417567232866
2028-01-01,0.2960695855640577,3.025358142230839,0.48133333333333334,40.818333333333335,0.024627777099609373,2.4078157196044923,0.6244242263552624,0.28323545053232646,0.6760073216711943,1.705313536899784,4.114068907770728
2029-01-01,0.2981420726630061,3.0616624399376087,0.5225,44.309375,0.018470832824707028,1.805861789703369,0.6275463474870385,0.2849348632355204,0.6780353436362078,1.7189560451949821,4.146981459032894
2030-01-01,0.30022906717164716,3.09840238921686,0.5636666666666666,47.80041666666667,0.016399999999999998,1.6034000000000002,0.6306840792244738,0.28664447241493357,0.6800694496671162,1.732707693556542,4.180157310705157
2031-01-01,0.30233067064184865,3.1355832178874623,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6338374996205961,0.2883643392494232,0.6821096580161174,1.7465693551049943,4.213598569190799
2032-01-01,0.30444698533634157,3.1732102165021114,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6370066871186989,0.29009452528491975,0.6841559869901659,1.7605419099458341,4.247307357744325
2033-01-01,0.3065781142336959,3.2112887391001372,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6401917205542924,0.29183509243662925,0.6862084549511362,1.774626245225401,4.281285816606279
2034-01-01,0.3087241610333318,3.249824203969339,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6433926791570638,0.29358610299124904,0.6882670803159896,1.7888232551872045,4.31553610313913
2035-01-01,0.3108852301605651,3.2888220944169713,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.646609642552849,0.2953476196091965,0.6903318815569375,1.8031338412287017,4.350060391964242
2036-01-01,0.31306142677168897,3.3282879595499746,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6498426907656132,0.29711970532685167,0.6924028772016082,1.8175589119585316,4.384860875099957
2037-01-01,0.31525285675909076,3.368227415064575,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6530919042194411,0.2989024235588128,0.694480085833213,1.8320993832541999,4.419939762100757
2038-01-01,0.3174596267564043,3.4086461440453495,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6563573637405382,0.30069583810016565,0.6965635260907126,1.8467561783202335,4.455299280197563
2039-01-01,0.31968184414369916,3.4495498977738936,0.7448,63.161,0.016399999999999998,1.6034000000000002,0.6596391505592408,0.3025000131287667,0.6986532166689846,1.861530227746795,4.490941674439143
